Name	Platform No.	Track No.
Smroków	2	2
Sobibór	1	1
Sobków	1	2
Sobków	2	1
Sobolew	1	3b
Sobolew	1	1b
Sobolew	2	2
Sobolew	2	4
Sobótka	1	1
Sobótka Zachodnia	1	1
Sobótka Zachodnia	1	3
Sobów	1	1
Sobów	1	2
Sochaczew	1	3
Sochaczew	2	1
Sochaczew	2	2
Sokole Białostockie	1	1
Sokoliniec	1	1
Sokołowo Budzyńskie	1	1
Sokoły	1	1
Sokółka	2	2
Sokółka	2	1
Sokule	1	1
Sokule	2	2
Solec Kujawski	1	1
Solec Kujawski	2	2
Solec Kujawski	2	6
Solec Wielkopolski	1	1
Solec Wielkopolski	2	2
Solniki Wielkie	1	2
Solniki Wielkie	2	1
Sołtyków	1	1
Sopot	2	2
Sopot	2	1
Sosnowe	1	1
Sosnowe	2	2
Sosnowiec Dańdówka	1	5
Sosnowiec Dańdówka	2	1
Sosnowiec Dańdówka	2	2
Sosnowiec Główny	1	4/4a
Sosnowiec Główny	2	2
Sosnowiec Główny	2	1
Sosnowiec Jęzor Południowy	1	1
Sosnowiec Jęzor Południowy	2	2
Sosnowiec Kazimierz	2	1
Sosnowiec Kazimierz	3	5
Sosnowiec Południowy	1	2
Sosnowiec Południowy	1	1
Sosnowiec Porąbka	1	1
Sośnica Jarosławska	1	1
Sośnica Jarosławska	2	2
Sośnie Ostrowskie	1	1
Sośnie Ostrowskie	2	2
Sowczyce	1	1
Sowczyce	2	2
Sowin	1	1
Sól	1	1
Sól	1	3
Sól Kiczora	1	1
Spała	1	1
Spławie	1	1
Spławie	2	2
Spychowo	1	2
Spychowo	1	1
Spytkowice	1	2
Spytkowice	1	4
Spytkowice	2	3
Spytkowice	2	1
Spytkowice Kępki	1	1
Spytkowice Kępki	2	2
Stalowa Wola	1	1
Stalowa Wola	2	2
Stalowa Wola Centrum	1	1
Stalowa Wola Centrum	1	2
Stalowa Wola Charzewice	1	1
Stalowa Wola Południe	1	2
Stalowa Wola Południe	1	1
Stalowa Wola Rozwadów	1	4
Stalowa Wola Rozwadów	1	18
Stalowa Wola Rozwadów	2	2
Stalowa Wola Rozwadów	2	1
Stalowa Wola Rozwadów	3	5
Stalowa Wola Rozwadów	3	3
Staniątki	1	1
Staniątki	2	2
Stanisławice	1	1
Stanisławice	2	2
Staniszcze Małe	1	1
Stanowice	1	1
Stara Kamienica	1	1
Stara Kamienica	2	2
Stara Łubianka	1	3
Stara Łubianka	2	1
Stara Piła	1	1
Stara Piła	1	2
Stara Wieś	1	1
Stara Wieś	2	2
Starachowice	1	1
Starachowice	2	2
Starachowice Michałów	1	1
Starachowice Michałów	2	2
Starachowice Wschodnie	1	4
Starachowice Wschodnie	2	1
Starachowice Wschodnie	2	2
Starczów	1	1
Starczów	2	3
Stare Berezowo	1	1
Stare Bielice	1	2
Stare Bielice	2	1
Stare Bojanowo	1	2
Stare Bojanowo	2	3
Stare Bojanowo	2	1
Stare Drzewce	1	1
Stare Drzewce	2	2
Stare Grudze	1	1
Stare Guty	1	1
Stare Jabłonki	1	1
Stare Jabłonki	2	2
Stare Juchy	1	1
Stare Juchy	1	3
Stare Kurowo	1	1
Stare Kurowo	2	2
Stare Olesno	1	2
Stare Olesno	2	1
Stare Pole	1	2
Stare Pole	2	1
Stargard	3	2
Stargard	3	6a,6xx
Starkowo	1	1
Starogard Gdański	1	2
Starogard Gdański	1	1
Staropole Częstochowskie	1	1
Staropole Częstochowskie	2	2
Stary Borek	1	1
Stary Broniszew	1	1
Stary Cykarzew	1	1
Stary Garbów	1	1
Stary Garbów	2	2
Stary Grodków	1	1
Stary Jawor	1	1
Stary Klukom	1	1
Stary Klukom	2	2
Stary Sącz	1	1
Stary Sącz	1	2
Stary Węgliniec	1	1
Stary Wielisław	1	1
Stasin Polny	1	1
Stasin Polny	2	2
Staw Kunowski	2	1
Staw Kunowski	2	2
Stawiany Pińczowskie	1	1
Stawiguda	1	1
Stawno	1	1
Stąporków	1	2
Stąporków	1	1
Stefanowo	1	2
Stefanowo	2	1
Steknica	1	1
Sterkowiec	1	1
Sterkowiec	2	2
Sterławki Wielkie	1	2
Stęszew	1	1
Stęszew	1	2
Stobno	1	2
Stobno	2	1
Stogi Malborskie	1	1
Stogi Malborskie	2	2
Stok Lacki	1	1
Stok Lacki	2	2
Strabla	1	1
Strabla	1	3
Stramnica	1	1
Strażów	1	1
Strażów	1	2
Strączno	1	1
Stronie	1	3
Stronie	1	1
Stronno	1	1
Stróże	1	5
Stróże	2	3
Stróże	2	1
Strumień	1	2
Strumień	1	1
Strykowo Poznańskie	1	1
Stryków	1	2
Stryków	2	1
Stryszawa	1	1
Stryszów	1	1
Stryszów	1	2
Strzałkowo	1	1
Strzałkowo	1	3
Strzałkowo	2	4
Strzałkowo	2	2
Strzebielewo	1	1
Strzebielewo	2	2
Strzebielino Morskie	1	1
Strzebielino Morskie	1	3
Strzebiń	1	1
Strzebiń	2	2
Strzegom	1	1
Strzegom	2	7
Strzegom	2	3
Strzelce Kujawskie	1	3
Strzelce Kujawskie	2	3
Strzelce Kujawskie	2	1
Strzelce Opolskie	1	2
Strzelce Opolskie	2	3
Strzelce Opolskie	2	1
Strzelce Opolskie	3	7
Strzelce Opolskie	3	5
Strzelce Świdnickie	1	1
Strzelin	1	6
Strzelin	2	2
Strzelin	2	1
Strzelinko	1	1
Strzyżów nad Wisłokiem	1	2
Strzyżów nad Wisłokiem	1	1
Strzyżów nad Wisłokiem	2	4
Strzyżów Zachodni	1	1
Strzyżyna	1	1
Strzyżyna	2	2
Strzyżyno Słupskie	1	1
Studzianka	1	1
Studzianki Nowe	1	1
Studzianki Nowe	2	2
Stulno	1	1
Stupsk Mazowiecki	1	1
Stupsk Mazowiecki	2	2
Styków Iłżecki	1	1
Styków Iłżecki	2	2
Subkowy	1	1
Subkowy	2	2
Subkowy Centrum	1	1
Subkowy Centrum	2	2
Sucha Beskidzka	1	4
Sucha Beskidzka	1	12
Sucha Beskidzka	2	1
Sucha Beskidzka	2	2
Sucha Beskidzka Zamek	1	1
Sucha Żyrardowska	1	1
Sucha Żyrardowska	2	2
Suchatówka	1	1
Suchatówka	2	2
Suchedniów	2	1
Suchedniów	2	2
Suchedniów Północny	1	1
Suchedniów Północny	2	2
Suchowolce	1	1
Suchy Bór Opolski	1	1
Sulechów	1	1
Sulechów	1	4
Sulejówek	1	1
Sulejówek	2	2
Sulejówek Miłosna	1	1
Sulejówek Miłosna	2	4
Sulejówek Miłosna	2	2
Sulęcinek	1	2
Sulęcinek	2	1
Sulino	1	1
Suliszewo Drawskie	1	1
Suliszewo Drawskie	2	2
Sulów	1	1
Sułkowice	1	1
Sułkowice	2	2
Sumina	1	2
Sumina	1	1
Sumina Wieś	1	1
Surochów	1	1
Surochów	1	3
Susiec	1	1
Susiec	2	2
Susk	1	1
Susz	1	1
Susz	2	2
Suszka	1	2
Suszka	2	1
Suwałki	1	5
Suwałki	2	5
Suwałki	2	3
Swarożyn	1	2
Swarożyn	2	1
Swarzewo	1	1
Swarzędz	1	3
Swarzędz	2	4
Swarzędz	2	1
Swędów	1	1
Swobodna	1	1
Sycewice	1	1
Sycze	1	1
Sycze	2	2
Szachy	1	1
Szachy	2	2
Szadek	1	3
Szadek	2	2
Szadek	2	1
Szadkowice	1	1
Szaflary	1	3
Szaflary	1	1
Szaflary Centrum	1	1
Szalowa	1	1
Szałamaje	1	1
Szamotuły	1	1
Szamotuły	1	3
Szamotuły	2	2
Szamotuły	2	6
Szaniawy	1	1
Szaniawy	2	2
Szarów	1	1
Szarów	2	2
Szastarka	1	1
Szastarka	1	2
Szczaniec	1	1
Szczaniec	2	2
Szczaniec	2	4
Szczawne Kulaszne	1	2
Szczawne Kulaszne	2	1
Szczawne Kulaszne	3	3
Szczawno - Ciemnice	1	1
Szczebrzeszyn	1	1
Szczecin Dąbie	1	3
Szczecin Dąbie	2	2
Szczecin Dąbie	3	8
Szczecin Dunikowo	1	1
Szczecin Dunikowo	2	2
Szczecin Główny	1	5
Szczecin Główny	1	3
Szczecin Główny	2	1
Szczecin Główny	2	2
Szczecin Główny	3	4
Szczecin Główny	3	6
Szczecin Główny	4	8
Szczecin Główny	4	10
Szczecin Gumieńce	1	5
Szczecin Gumieńce	1	1
Szczecin Łasztownia	1	1
Szczecin Łasztownia	2	2
Szczecin Podjuchy	1	3x
Szczecin Podjuchy	2	1
Szczecin Podjuchy	2	2
Szczecin Port Centralny	1	1
Szczecin Port Centralny	1	2
Szczecin Trzebusz	1	1
Szczecin Trzebusz	2	2
Szczecin Załom	1	2
Szczecin Załom	2	1
Szczecin Zdroje	1	1
Szczecin Zdroje	2	4
Szczecin Zdunowo	1	1
Szczecin Zdunowo	2	2
Szczecin Żydowce	1	1
Szczecin Żydowce	2	2
Szczecinek	1	7
Szczecinek	2	5
Szczecinek	2	1
Szczecinek	3	2
Szczecinek	3	6
Szczecinek Bugno	1	1
Szczecinek Chyże	1	1
Szczedrzykowice	1	1
Szczedrzykowice	2	2
Szczejkowice	1	1
Szczejkowice	2	2
Szczepanowice	1	1
Szczepanowice	2	2
Szczepanów	1	1
Szczepki	1	1
Szczukowskie Górki	1	1
Szczukowskie Górki	2	2
Szczutowo	2	1
Szczytna	1	1
Szczytno	1	6
Szczytno	1	4
Szczytno	2	2
Szczytno	2	1
Szebnie	1	1
Szepietowo	1	3
Szepietowo	2	1
Szepietowo	2	2
Szeroki Bór	1	1
Szewce	1	2
Szewce	2	1
Szewnica	1	1
Szewnica	2	2
Szklarska Poręba Dolna	1	1
Szklarska Poręba Górna	1	1
Szklarska Poręba Górna	2	3
Szklarska Poręba Górna	3	4
Szklarska Poręba Średnia	1	1
Szlachta	1	5
Szlachta	1	3
Szlachta	2	3
Szlachta	2	1
Szlachta	3	2
Szpęgawsk	1	1
Szpęgawsk	2	2
Szreniawa	1	3
Szreniawa	1	1
Sztum	1	1
Sztum	1	3
Sztumska Wieś	1	1
Szulborze Wielkie	1	1
Szulborze Wielkie	2	2
Szybowice	1	1
Szybowice	2	2
Szydłowiec	1	3
Szydłowiec	2	1
Szydłowiec	2	2
Szydłowo Krajeńskie	1	1
Szydłów	1	3
Szydłów	2	1
Szydłów Centrum	1	1
Szymankowo	1	2
Szymankowo	2	1
Szymankowo	2	3xx
Szymany	1	2
Szymany	1	1
Szymany Lotnisko	1	1
Szymbory	1	1
Szymbory	2	2
Szymiszów	1	2
Szymiszów	2	1
Szymocice	1	1
Szymocice	2	2
Ścinawa	1	1
Ścinawa	1	2
Ścinawa	2	12
Ścinawa	2	10
Ścinawka Średnia	2	2
Ścinawka Średnia	2	1
Ślesin	1	1
Ślesin	2	2
Śliwice	1	1
Śliwice	2	3
Śliwice	2	1
Śliwiczki	1	1
Śniadowo	1	2
Śniadowo	1	1
Środa Śląska	1	1
Środa Śląska	2	2
Środa Wielkopolska	1	1
Środa Wielkopolska	2	2
Środa Wielkopolska	2	4
Świba	1	1
Świdnica Miasto	1	3
Świdnica Miasto	2	1
Świdnica Miasto	2	2
Świdnica Przedmieście	1	1
Świdnica Zawiszów	1	1
Świdnica Zawiszów	2	2
Świdnik Miasto	1	1
Świdnik Miasto	2	16
Świdnik Miasto	2	2
Świdnik Wschód	1	1
Świdnik Wschód	2	2
Świdwin	1	2
Świdwin	2	3
Świdwin	2	1
Świdwin Zamek	1	1
Świebodzice	1	1
Świebodzice	2	2
Świebodzin	1	3
Świebodzin	2	1
Świebodzin	2	2
Świebodzin	3	4
Świekatowo	1	1
Świercze	1	1
Świercze	2	2
Świerki Dolne	1	1
Świerki Dolne	2	2
Święta Katarzyna	1	2
Święta Katarzyna	2	1a
Świętajno	1	1
Świętochłowice	1	2
Świętochłowice	1	1
Świlcza	1	1
Świlcza	2	2
Świnoujście	1	1
Świnoujście	2	4
Świnoujście	2	2c
Świnoujście Port	1	5
Świnoujście Przytór	1	2
Świnoujście Przytór	2	1
Świnoujście Warszów	1	1
Świnoujście Warszów	2	1
Taciszów	1	1
Taciszów	2	2
Taczanów	1	1
Taczanów	2	2
Tarchały Wielkie	1	1
Targowiska	1	5
Targowiska	2	3
Targowiska	3	1
Tarło	1	1
Tarnawa Dolna	1	1
Tarnobrzeg	2	1
Tarnobrzeg	2	2
Tarnowiec	3	1
Tarnowiec	3	3
Tarnowiec Brzeski	1	1
Tarnowiec Brzeski	2	2
Tarnowo Pomorskie	1	1
Tarnowo Pomorskie	2	2
Tarnowo Rogozińskie	1	1
Tarnowska Wola	1	1
Tarnowskie Góry	1	6
Tarnowskie Góry	2	2 TGA
Tarnowskie Góry	2	1 TGA
Tarnowskie Góry	3	3A
Tarnowskie Góry	3	5
Tarnów	1	4
Tarnów	1	2
Tarnów	2	1
Tarnów	2	3
Tarnów	3	9
Tarnów	3	7
Tarnów Mościce	1	3
Tarnów Mościce	2	4
Tarnów Opolski	1	2
Tarnów Opolski	2	1
Tarzymiechy	1	1
Tczew	1	10
Tczew	2	8
Tczew	2	6
Tczew	3	2
Tczew	3	1
Tczew	4	5
Tczew	4	7
Teresin Niepokalanów	1	4A
Teresin Niepokalanów	2	1
Teresin Niepokalanów	2	3
Terespol	1	7
Terespol	2	3
Terespol	2	5
Terespol	3	101S
Terespol	3	4
Terespol Pomorski	1	3
Terespol Pomorski	2	2
Terespol Pomorski	2	4
Terespol Pomorski	3	6
Terespol Pomorski	3	10
Tereszpol Biłgorajski	1	1
Tleń	1	1
Tłoki	1	1
Tłuszcz	2	1
Tłuszcz	2	3
Tłuszcz	3	4
Tłuszcz	3	2
Tłuszcz	4	8
Tłuszcz	4	10
Tołkiny	1	3
Tomaszów Bolesławiecki	1	1
Tomaszów Bolesławiecki	2	2
Tomaszów Mazowiecki	1	3
Tomaszów Mazowiecki	2	2
Tomaszów Mazowiecki	2	1
Tomaszów Mazowiecki Białobrzegi	1	1
Tomaszówek	1	1
Topola-Osiedle	1	1
Topola-Osiedle	2	3
Toporów	1	3
Toporów	1	1
Toporów	2	2
Toporów	2	4
Topór	1	1
Topór	2	2
Toruń Czerniewice	1	1
Toruń Czerniewice	2	2
Toruń Główny	1	2
Toruń Główny	1	4
Toruń Główny	2	1
Toruń Główny	3	5
Toruń Główny	4	7
Toruń Główny	4	9
Toruń Katarzynka	1	1
Toruń Kluczyki	1	201
Toruń Kluczyki	2	202
Toruń Kluczyki	2	304
Toruń Kluczyki	3	303
Toruń Miasto	1	1
Toruń Miasto	1	2
Toruń Wschodni	1	1
Toruń Wschodni	2	2
Toruń Wschodni	2	5
Toruń Wschodni	3	6
Toruń Wschodni	3	8
Torzym	1	1
Torzym	2	2
Toszek	1	1
Toszek	2	2
Trakiszki	1	3
Trakiszki	2	4
Trakiszki	2	1
Trawniki	1	6A,6B
Trawniki	2	2
Trawniki	2	1
Trąbki	1	1
Trąbki	2	2
Troszyn	1	1
Troszyn	2	2
Tryńcza	1	1
Tryńcza	2	3
Trypucie	1	1
Trypucie	2	2
Trzciana	1	1
Trzciana	2	2
Trzcianka	1	1
Trzcianka	2	4
Trzcianka	2	2
Trzciniec	1	1
Trzciniec	2	1
Trzciniec	2	2
Trzcińsko	1	2
Trzcińsko	2	1
Trzebaw Rosnówko	1	1
Trzebiatów	1	3
Trzebiatów	2	1
Trzebiatów	2	2
Trzebinia	1	4
Trzebinia	2	1
Trzebinia	2	2
Trzebinia	3	7
Trzebinia	3	11
Trzebiszewo	2	1
Trzemeszno	1	1
Trzemeszno	2	2
Tuchola	1	3
Tuchola	1	1
Tuchola	2	2
Tuchola	2	4,4x
Tuchola Rudzki Most	1	1
Tuchorza	1	1
Tuchów	1	3
Tuchów	1	1
Tuczki	1	1
Tuczki	2	2
Tuczno Krajeńskie	1	1
Tułowice	1	1
Tuły	1	1
Tumlin	1	1
Tumlin	2	2
Tunel	1	2
Tunel	1	1
Tuplice	3	2
Tuplice	4	1
Tuplice Dębinka	1	1
Turbia	1	1
Turbia	2	2
Turowo Pomorskie	1	3
Turowo Pomorskie	2	3
Turowo Pomorskie	2	1
Turów	1	4
Turów	2	1
Turów	2	2
Turza Wielka	1	1
Turza Wielka	2	2
Turzno	1	2
Turzno	2	1
Turzno Kujawskie	1	1
Turzno Kujawskie	2	2
Turzynów	1	1
Turzynów	2	2
Tuszów Narodowy	1	1
Tuszyma	1	1
Twarda Góra	1	1
Twarda Góra	1	2
Twardawa	1	2
Twardawa	2	1
Twardogóra	1	1
Twardogóra	2	2
Tworków	1	1
Tworków	2	2
Tworków	2	1
Tychowo	1	1
Tychowo	2	2
Tychy	1	8
Tychy	1	10
Tychy	2	2
Tychy	2	1
Tychy	3	9
Tychy	3	7
Tychy Aleja Bielska	1	1
Tychy Aleja Bielska	2	2
Tychy Grota Roweckiego	1	1
Tychy Grota Roweckiego	2	2
Tychy Lodowisko	1	50
Tychy Zachodnie	1	1
Tychy Zachodnie	2	2
Tychy Żwaków	1	2
Tychy Żwaków	2	1
Tymbark	1	2
Tymbark	1	1
Tymień	1	1
Ubocze	1	1
Uherce	1	1
Uherce	2	3
Uherce	2	5
Uherce Tunel	1	1
Uhowo	1	1
Uhowo	2	2
Uhrusk	1	1
Uhrusk	2	2
Uhrusk	2	1
Uhrusk Przystanek	1	1
Ulikowo	1	4
Ulikowo	2	1
Ulikowo	2	2
Unieszewo	1	1
Unieszewo	2	2
Unisław Pomorski	1	3
Unisław Pomorski	1	1
Unisław Śląski	1	1
Urle	1	1
Urle	2	2
Ustanówek	1	1
Ustanówek	2	2
Ustjanowa	1	1
Ustka	1	1
Ustka	2	2
Ustka	2	4
Ustka Uroczysko	1	1
Ustronie Morskie	1	1
Ustronie Morskie	1	2
Ustroń	1	1
Ustroń	1	2
Ustroń Brzegi	1	1
Ustroń Polana	1	1
Ustroń Polana	1	3
Ustroń Zdrój	1	1
Ustrzesz	1	1
Ustrzyki Dolne	1	2
Ustrzyki Dolne	1	4
Ustrzyki Dolne	2	2
Ustrzyki Dolne	2	1
Wadowice	1	1
Wadowice	1	2
Wadowice	2	5
Wadowice	2	3
Wadowice Osiedle Podhalanin	1	1
Walawa	1	1
Walawa	2	2
Waliły	1	1
Wałbrzych Centrum	1	1
Wałbrzych Centrum	2	2
Wałbrzych Fabryczny	1	2
Wałbrzych Fabryczny	2	1
Wałbrzych Główny	1	1
Wałbrzych Główny	2	2
Wałbrzych Główny	2	4
Wałbrzych Miasto	2	1
Wałbrzych Miasto	2	2
Wałbrzych Szczawienko	1	1
Wałbrzych Szczawienko	2	2
Wałcz	2	3
Wałcz	2	1
Wałcz	3	5
Wałcz Raduń	2	1
Wałdowo Szlacheckie	1	1
Wałki	1	1
Wałki	2	2
Wałowice	1	1
Wandzin	1	1
Waplewo	1	1
Waplewo	1	3
Wargowo	1	2
Wargowo	1	1
Warka	1	2
Warka	2	3
Warka	2	1
Warka Miasto	1	1
Warka Miasto	2	2
Warkocz	1	1
Warkocz	2	2
Warlubie	1	1
Warlubie	2	1
Warlubie	2	2
Warnowo	1	1
Warnowo	1	2
Warszawa Aleje Jerozolimskie	1	1
Warszawa Aleje Jerozolimskie	2	2R
Warszawa Aleje Jerozolimskie	2	4R
Warszawa Anin	1	1F
Warszawa Anin	1	2F
Warszawa Centralna	1	5
Warszawa Centralna	1	7
Warszawa Centralna	2	1
Warszawa Centralna	2	3
Warszawa Centralna	3	2
Warszawa Centralna	3	4
Warszawa Centralna	4	6
Warszawa Centralna	4	8
Warszawa Choszczówka	1	3
Warszawa Choszczówka	2	2
Warszawa Dawidy	1	1
Warszawa Dawidy	2	2
Warszawa Falenica	1	2
Warszawa Falenica	2	3a
Warszawa Falenica	2	1
Warszawa Gdańska	2	3
Warszawa Gdańska	2	5
Warszawa Gdańska	3	1B
Warszawa Gdańska	3	2B
Warszawa Gdańska	4	4
Warszawa Gdańska	4	6
Warszawa Gdańska	5	10
Warszawa Główna	1	2
Warszawa Główna	1	3
Warszawa Główna	2	4
Warszawa Główna	2	2
Warszawa Gocławek	1	1W
Warszawa Gocławek	1	2W
Warszawa Gołąbki	1	1
Warszawa Gołąbki	1	2
Warszawa Grochów	1	1W
Warszawa Grochów	1	2W
Warszawa Jeziorki	1	1
Warszawa Jeziorki	2	2
Warszawa Koło	1	1
Warszawa Koło	2	2
Warszawa Lotnisko Chopina	1	1L
Warszawa Lotnisko Chopina	1	2L
Warszawa Miedzeszyn	1	1F
Warszawa Miedzeszyn	1	2F
Warszawa Międzylesie	1	1F
Warszawa Międzylesie	1	2F
Warszawa Młynów	1	1
Warszawa Młynów	2	2
Warszawa Mokry Ług	1	1Z
Warszawa Mokry Ług	2	2Z
Warszawa Ochota	1	3
Warszawa Ochota	1	4
Warszawa Okęcie	1	1
Warszawa Okęcie	1	2
Warszawa Olszynka Grochowska	1	1W
Warszawa Olszynka Grochowska	1	2W
Warszawa Płudy	1	3
Warszawa Płudy	2	2
Warszawa Powązki	1	1A
Warszawa Powązki	2	2A
Warszawa Powiśle	1	3
Warszawa Powiśle	2	4
Warszawa Praga	1	1e
Warszawa Praga	1	2e
Warszawa Radość	1	1F
Warszawa Radość	1	2F
Warszawa Rakowiec	1	1
Warszawa Rakowiec	2	2
Warszawa Rembertów	1	3
Warszawa Rembertów	1	4
Warszawa Służewiec	1	1
Warszawa Służewiec	1	2
Warszawa Stadion	1	3
Warszawa Stadion	2	4
Warszawa Śródmieście	1	3
Warszawa Śródmieście	2	3
Warszawa Śródmieście	2	4
Warszawa Śródmieście	3	4
Warszawa Targówek	1	1s
Warszawa Targówek	2	2s
Warszawa Toruńska	1	1e
Warszawa Toruńska	1	2e
Warszawa Ursus	1	4
Warszawa Ursus	2	3
Warszawa Ursus	2	4
Warszawa Ursus Niedźwiadek	1	4
Warszawa Ursus Niedźwiadek	1	3
Warszawa Ursus Północny	1	1
Warszawa Ursus Północny	2	2
Warszawa Wawer	1	1
Warszawa Wawer	1	2
Warszawa Wesoła	1	1
Warszawa Wesoła	2	2
Warszawa Wileńska	1	1
Warszawa Wileńska	1	3
Warszawa Wileńska	2	2
Warszawa Włochy	1	4
Warszawa Włochy	2	3
Warszawa Włochy	2	2
Warszawa Wola	1	1
Warszawa Wola	1	2
Warszawa Wola Grzybowska	1	1
Warszawa Wola Grzybowska	2	2
Warszawa Wschodnia	1	10
Warszawa Wschodnia	1	12
Warszawa Wschodnia	2	6
Warszawa Wschodnia	2	8
Warszawa Wschodnia	3	2
Warszawa Wschodnia	3	4
Warszawa Wschodnia	4	3
Warszawa Wschodnia	4	1,1A
Warszawa Wschodnia	5	24
Warszawa Wschodnia	5	5
Warszawa Wschodnia	6	20
Warszawa Wschodnia	6	22
Warszawa Wschodnia	7	23
Warszawa Wschodnia	7	21
Warszawa Zachodnia	3	23
Warszawa Zachodnia	3	21
Warszawa Zachodnia	4	8
Warszawa Zachodnia	4	10
Warszawa Zachodnia	5	4
Warszawa Zachodnia	5	6
Warszawa Zachodnia	6	1
Warszawa Zachodnia	6	2
Warszawa Zachodnia	7	5
Warszawa Zachodnia	7	3
Warszawa Zachodnia	8	7
Warszawa Zachodnia	8	9
Warszawa Zachodnia	9	1
Warszawa Zachodnia	9	2
Warszawa Zachodnia	2	20
Warszawa Zachodnia	2	22
Warszawa Zachodnia peron 9	9	1
Warszawa Zachodnia peron 9	9	2
Warszawa Zacisze Wilno	1	1
Warszawa Zacisze Wilno	2	2
Warszawa ZOO	1	1
Warszawa ZOO	1	2
Warszawa Żerań	1	1f
Warszawa Żerań	1	2f
Warszawa Żwirki i Wigury	1	1
Warszawa Żwirki i Wigury	2	2
Warszowice	1	2
Warszowice	1	1
Warząchewka	1	1
Warząchewka	2	2
Wasilków	1	1
Wasilków	2	2
Ważne Młyny	1	1
Wąbrzeźno	1	2
Wąbrzeźno	2	1
Wąbrzeźno	2	2
Wąchock	1	3
Wąchock	2	1
Wąchock	2	2
Wągrowiec	1	4
Wągrowiec	1	2
Wągrowiec	2	1
Wągrowiec	2	3
Wągry	1	1
Wągry	2	2
Wąsosz Konecki	1	1
Wejherowo	1	2
Wejherowo	2	1
Wejherowo	3	3
Wejherowo	3	7x
Wejherowo Śmiechowo	1	1
Wejherowo Śmiechowo	2	2
Wejherowo-Nanice	1	1
Wejherowo-Nanice	2	2
Werbkowice	1	1
Werbkowice	1	2
Werchrata	1	1
Węgierska Górka	1	1
Węgierska Górka	1	2
Węgliniec	1	1
Węgliniec	2	3a
Węgliniec	3	2d
Węgliniec	3	8Z
Węgliniec	4	4b
Węgliniec	5	6Z
Węgorzyno	1	2
Węgorzyno	2	1
Węgry	1	2
Węgry	2	1
Węgrzce Wielkie	1	1
Węgrzce Wielkie	2	2
Wężyska	1	1
Widacz	1	1
Widełka	1	1
Widuchowa	1	1
Widuchowa	2	2
Widzino	1	1
Widzów Teklinów	1	1
Widzów Teklinów	2	2
Wiekowo	1	3
Wiekowo	1	1
Wielanowo	1	3
Wielanowo	1	1
Wielbark	2	1
Wielbark	2	3
Wieleń	1	2
Wieleń	2	1
Wieliczka Bogucice	1	1
Wieliczka Park	1	3
Wieliczka Park	1	1
Wieliczka Rynek-Kopalnia	1	1b
Wieliszew	1	1
Wieliszew	1	2
Wieliszew Centrum	1	1
Wielkie Drogi	1	1
Wielkie Drogi	1	2
Wielowieś	1	1
Wielowieś	2	1
Wieluń	1	1
Wieluń Dąbrowa	1	4
Wieluń Dąbrowa	2	1
Wieluń Dąbrowa	2	2
Wieniawa	1	1
Wieniawa	2	2
Wierchomla Wielka	1	1
Wierna Rzeka	1	1
Wierna Rzeka	2	2
Wieruszów	1	1
Wieruszów Miasto	1	1
Wierzawice	1	1
Wierzawice	2	2
Wierzbica Górna	1	1
Wierzbica Górna	2	2
Wierzbice	1	1
Wierzbno	1	1
Wierzbno	2	2
Wierzbowa Śląska	1	1
Wierzchosławice	1	1
Wierzchosławice	2	1
Wierzchosławice	2	2
Wierzchowice	1	1
Wierzchowo Człuchowskie	1	3
Wierzchowo Człuchowskie	2	1
Wierzchucin	1	13
Wierzchucin	1	11
Wierzchucin	2	3
Wierzchucin	3	3
Wierzchucin	3	1
Wierzchucin Stary	1	1
Wiesiółka	1	1
Wiesiółka	2	2
Wiesiółka	3	4
Wietrzychowo	1	1
Wiewiecko	1	2
Wiewiecko	2	1
Więcławice	1	1
Więcławice	2	2
Wiktorowo	1	1
Wiktorowo	2	2
Wilczyska	1	3
Wilczyska	2	1
Wilkołaz	1	3
Wilkołaz	2	3
Wilkołaz	2	1
Wilkołaz Wieś	1	1
Wilkoszewice	1	1
Wilkoszewice	2	2
Wilkowice	1	1
Wilkowice Bystra	1	3
Wilkowice Bystra	2	1
Wilkowice Bystra	2	2
Wilkowo Świebodzińskie	1	1
Wilkowo Świebodzińskie	2	2
Wilków Namysłowski	1	1
Wilków Namysłowski	2	2
Wipsowo	1	2
Wipsowo	2	2
Wipsowo	2	1
Wiry	1	1
Wisła Dziechcinka	1	1
Wisła Głębce	1	5
Wisła Głębce	2	1
Wisła Głębce	2	3
Wisła Głębce	3	2
Wisła Jawornik	1	1
Wisła Kopydło	1	1
Wisła Obłaziec	1	1
Wisła Uzdrowisko	1	2
Wisła Uzdrowisko	2	1
Wisła Uzdrowisko	2	3
Wisłoczanka	1	1
Wistka	1	1
Wiśniowa	1	1
Witanów	1	1
Witanów	2	2
Witaszyce	1	1
Witaszyce	2	2
Witkowo	1	1
Witkowo	2	2
Witków Śląski	1	1
Witków Śląski	2	2
Witnica	1	1
Witnica	2	2
Witnica Chojeńska	1	1
Witnica Chojeńska	2	2
Witonia	1	5
Witonia	2	1
Witonia	2	3
Witowo	1	1
Wkra	1	1
Władysławowo	1	3
Władysławowo	1	1
Władysławowo Port	1	1
Włocławek	1	3
Włocławek	2	1
Włocławek	2	2
Włocławek Zazamcze	1	1
Włocławek Zazamcze	2	2
Włodawa	1	1
Włosienica	1	2
Włosienica	2	1
